id_hogar,id_persona,peso_persona,region,grado_urbanizacion,anio_nacimiento,edad,sexo,pais_nacimiento,nacionalidad,situacion_actividad,situacion_profesional,horas_semana,jornada,tipo_contrato,personal_a_cargo,anios_experiencia,meses_desempleo_ref,meses_desempleo_5anios,ocupacion_isco08,sector_cnae,nivel_estudios,estado_salud,enfermedad_cronica,limitacion_actividad,necesito_medico_no_fue,renta_neta_salarial,renta_no_monetaria_salarial,renta_neta_hogar,renta_hogar_indicadores,unidades_consumo,num_miembros_hogar,tipo_hogar,hogar_riesgo_pobreza,hogar_carencia_material,retrasos_hipoteca_alquiler,retrasos_facturas,retrasos_deudas_no_vivienda,capacidad_gastos_imprevistos,capacidad_fin_de_mes,puede_vacaciones,puede_proteina_2dias,tiene_ordenador,tiene_coche,carga_prestamos_no_vivienda,puede_sustituir_muebles,puede_calefaccion_invierno,tipo_vivienda,regimen_tenencia,num_habitaciones,importe_alquiler,gastos_vivienda,cuota_hipoteca,cambio_ingresos_12m,motivo_aumento_ingresos,motivo_disminucion_ingresos,expectativa_ingresos_12m,carga_asistencia_medica,carga_asistencia_dental,carga_medicamentos,baja_intensidad_laboral_2020,arope_2020,carencia_material_social_severa,arope_2030,estres_financiero_alto,renta_hogar_per_capita,ratio_carga_vivienda,precariedad_laboral
18465,1846502,275.59223,ES30,Zona muy poblada,1990,34,Mujer,España,España,Trabajando,Asalariado,33.0,Tiempo completo,Indefinido escrito,No,8.0,0.0,18.0,23.0,Educación,Post-secundaria,Muy bueno,No,No limitado,No,17502.2,0.0,45435.2,45435.2,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,4.0,630.0,798.64,0.0,Han aumentado,Nuevo/cambio empleo,,Mejorar,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,30290.13333333333,0.5475700197689434,0
18466,1846601,816.58016,ES30,Zona muy poblada,1978,46,Hombre,España,España,Trabajando,Asalariado,50.0,Tiempo completo,Indefinido escrito,Sí,22.0,0.0,0.0,1.0,Administración pública/defensa,Post-secundaria,Bueno,Sí,No limitado,No,63055.9,0.0,87525.5,87525.5,3.3,6,"2 adultos, ≥3 niños",No,No,No,No,No,Sí,Con cierta dificultad,No,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,6.0,893.5,1039.53,0.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,Ninguna carga,No,No,No,No,0,26522.878787878788,0.19783017925364638,0
18466,1846602,822.30598,ES30,Zona muy poblada,1978,46,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo parcial,Indefinido escrito,No,6.0,0.0,0.0,32.0,Sanidad/servicios sociales,,Muy bueno,No,No limitado,No,19352.3,783.3,87525.5,87525.5,3.3,6,"2 adultos, ≥3 niños",No,No,No,No,No,Sí,Con cierta dificultad,No,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,6.0,893.5,1039.53,0.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,Ninguna carga,No,No,No,No,0,26522.878787878788,0.6445931491347282,1
18469,1846902,911.95712,ES30,Zona muy poblada,1976,48,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,72.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,29605.1,360.8,61677.7,61677.7,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,515.16,625.0,Se mantienen,,,Mantenerse,No ha utilizado,No ha utilizado,Ninguna carga,No,No,No,No,0,30838.85,0.20881267078983015,0
18471,1847101,594.03968,ES30,Zona muy poblada,1968,56,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,33.0,0.0,0.0,31.0,Construcción,Post-secundaria,Bueno,No,Limitado pero no gravemente,No,32047.5,22.3,69337.8,69337.8,2.5,4,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,331.22,0.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,27735.120000000003,0.12402340276152587,0
18471,1847102,599.95933,ES30,Zona muy poblada,1970,54,Mujer,España,España,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,Sí,24.0,0.0,60.0,53.0,Hostelería,Post-secundaria,Regular,Sí,No limitado,No,4192.3,0.0,69337.8,69337.8,2.5,4,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,331.22,0.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,27735.120000000003,0.9480810056532214,1
18471,1847103,597.22634,ES30,Zona muy poblada,2001,23,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,Sí,1.0,0.0,0.0,34.0,Información/comunicaciones,Post-secundaria,Muy bueno,No,No limitado,No,28023.5,0.0,69337.8,69337.8,2.5,4,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,331.22,0.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,27735.120000000003,0.14183239067211448,1
18472,1847201,533.3845,ES30,Zona muy poblada,1974,50,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,20.0,0.0,18.0,23.0,Educación,Post-secundaria,Regular,Sí,No limitado,No,30211.7,0.0,51361.7,51361.7,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,4.0,0.0,199.06,0.0,Se mantienen,,,,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,34241.13333333333,0.07906605718976424,1
18473,1847301,440.45068,ES30,Zona muy poblada,1971,53,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,36.0,0.0,0.0,83.0,Transporte/almacenamiento,Hasta primaria,Bueno,No,No limitado,No,20086.5,0.0,38781.6,38781.6,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,412.19,250.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga pesada,Una carga razonable,No,No,No,No,0,15512.64,0.24624897319094913,0
18479,1847901,1606.02171,ES30,Zona muy poblada,1969,55,Mujer,España,España,Trabajando,Asalariado,15.0,Tiempo parcial,Indefinido escrito,No,20.0,2.0,2.0,91.0,Educación,Hasta primaria,Bueno,No,No limitado,No,7964.0,0.0,49100.0,49100.0,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,338.64,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No,0,19640.0,0.5102561526870919,1
18479,1847902,1609.01683,ES30,Zona muy poblada,1965,59,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,43.0,0.0,0.0,75.0,Comercio/reparación vehículos,Hasta primaria,Bueno,No,No limitado,No,20879.1,72.9,49100.0,49100.0,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,338.64,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No,0,19640.0,0.19462907883960517,0
18479,1847904,1640.41098,ES30,Zona muy poblada,1998,26,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,7.0,0.0,0.0,94.0,Hostelería,,Bueno,No,No limitado,No,19335.5,469.4,49100.0,49100.0,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,338.64,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No,0,19640.0,0.2101667916526596,1
18480,1848001,458.89395,ES30,Zona muy poblada,1983,41,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,16.0,0.0,0.0,21.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,33908.8,407.6,73978.4,73978.4,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,314.81,867.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No,0,35227.80952380952,0.11140824800641722,0
18481,1848102,537.66017,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,20.0,0.0,0.0,21.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,64652.3,168.93,86269.36,86269.36,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,,,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,34507.744,,0
18482,1848202,479.43045,ES30,Zona muy poblada,1967,57,Hombre,España,España,Trabajando,Asalariado,28.0,Tiempo completo,Indefinido escrito,Sí,32.0,0.0,0.0,21.0,Industria manufacturera,Post-secundaria,Bueno,Sí,Limitado pero no gravemente,No,78108.7,1177.8,114688.51,114688.51,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,503.85,615.0,Se mantienen,,,Mantenerse,Una carga pesada,Una carga pesada,Una carga pesada,No,No,No,No,0,45875.403999999995,0.07740751030294962,0
18483,1848303,541.11615,ES30,Zona muy poblada,2002,22,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Temporal escrito,No,5.0,0.0,0.0,23.0,Educación,Post-secundaria,Muy bueno,No,No limitado,No,10337.2,0.0,81645.3,81645.3,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,377.08,0.0,Se mantienen,,,,Ninguna carga,No ha utilizado,Ninguna carga,No,No,No,No,0,32658.120000000003,0.4377355570173741,1
18483,1848304,541.03055,ES30,Zona muy poblada,2000,24,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,2.0,0.0,0.0,43.0,Actividades profesionales/científicas,Post-secundaria,Muy bueno,No,No limitado,No,16109.7,163.4,81645.3,81645.3,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,377.08,0.0,Se mantienen,,,,Ninguna carga,No ha utilizado,Ninguna carga,No,No,No,No,0,32658.120000000003,0.2808841877874821,0
18488,1848802,717.67336,ES30,Zona media,1977,47,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,4.0,34.0,Comercio/reparación vehículos,Secundaria 1a etapa,Bueno,No,No limitado,No,30726.6,81.3,49636.66,49636.66,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,No,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,0.0,421.11,411.0,Han disminuido,,Pérdida empleo,Mejorar,Una carga razonable,No ha utilizado,Una carga razonable,No,No,No,No,0,24818.33,0.16446076038351135,0
18489,1848902,1023.49852,ES30,Zona media,1975,49,Hombre,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,9.0,0.0,0.0,72.0,Comercio/reparación vehículos,,Bueno,No,No limitado,No,20598.8,0.0,29991.89,29991.89,2.6,5,"2 adultos, ≥3 niños",Sí,No,No,No,No,No (no puede),Con dificultad,Sí,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio reducido,4.0,315.9,551.34,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,Sí,Sí,Sí,1,11535.342307692306,0.32118764199856303,0
18491,1849101,144.81387,ES30,Zona media,1983,41,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,Sí,20.0,0.0,0.0,23.0,Educación,Post-secundaria,Regular,No,No limitado,No,25505.9,0.0,54299.4,54299.4,1.8,3,"2 adultos, 1 niño",No,No,"Sí, una vez",No,No,Sí,Con cierta facilidad,No,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),Sí,Adosada/pareada,Propiedad con hipoteca,4.0,0.0,870.37,870.0,Se mantienen,,,Mantenerse,Una carga pesada,Ninguna carga,Una carga pesada,No,No,No,No,0,30166.333333333332,0.4094911373446928,0
18494,1849402,682.62682,ES30,Zona media,1980,44,Mujer,UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,0.0,33.0,Energía eléctrica/gas,Post-secundaria,Bueno,No,No limitado,No,46536.9,764.7,111909.1,111909.1,2.4,5,"2 adultos, ≥3 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,6.0,0.0,858.77,724.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,46628.79166666667,0.22144233930493865,0
18496,1849601,633.92546,ES30,Zona media,1984,40,Hombre,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,Sí,21.0,0.0,0.0,81.0,Industria manufacturera,,Bueno,No,No limitado,No,42775.5,8.1,44351.0,44351.0,1.0,1,Una persona: hombre 30-64 años,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,No (no puede permitírselo),Sí,Una carga razonable,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,4.0,0.0,606.27,800.0,Se mantienen,,,Empeorar,Una carga razonable,Ninguna carga,Una carga razonable,No,No,No,No,0,44351.0,0.17007960164112634,0
18497,1849701,246.07561,ES30,Zona media,1969,55,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Temporal escrito,No,23.0,0.0,12.0,34.0,Administración pública/defensa,Post-secundaria,Bueno,No,No limitado,No,25887.7,0.0,41238.3,41238.3,1.5,2,1 adulto con niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,339.27,0.0,Se mantienen,,,Empeorar,Ninguna carga,Una carga pesada,Ninguna carga,No,No,No,No,0,27492.2,0.15726541948492911,1
18498,1849801,479.17539,ES30,Zona media,1959,65,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,40.0,0.0,0.0,24.0,Actividades profesionales/científicas,Post-secundaria,Regular,Sí,No limitado,No,24391.9,0.0,36991.2,36991.2,1.5,2,2 adultos ≥65 sin niños,No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad sin hipoteca,7.0,0.0,353.19,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No aplicable (≥60 años),No,No,No,0,24660.8,0.17375768185340212,0
18499,1849901,414.22115,ES30,Zona media,1968,56,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,23.0,0.0,36.0,23.0,Educación,Post-secundaria,Bueno,Sí,No limitado,No,16887.3,0.0,36801.45,36801.45,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Cesión gratuita,4.0,0.0,388.43,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,24534.3,0.276015704109005,0
18499,1849902,418.3489,ES30,Zona media,1973,51,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,0.0,24.0,Sanidad/servicios sociales,Post-secundaria,Regular,Sí,Limitado pero no gravemente,No,18039.05,0.0,36801.45,36801.45,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Cesión gratuita,4.0,0.0,388.43,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,24534.3,0.2583927645857182,0
18500,1850001,400.16311,ES30,Zona media,1971,53,Mujer,España,España,Trabajando,Asalariado,36.0,Tiempo completo,Indefinido escrito,No,31.0,0.0,0.0,41.0,Información/comunicaciones,Secundaria 1a etapa,Bueno,Sí,No limitado,No,33192.7,1191.9,95070.4,95070.4,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,6.0,0.0,431.1,1037.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,No ha consumido,No,No,No,No,0,38028.159999999996,0.15585354611104252,0
18500,1850002,396.21479,ES30,Zona media,1969,55,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,32.0,0.0,0.0,33.0,Información/comunicaciones,Post-secundaria,Bueno,No,No limitado,No,32956.6,94.9,95070.4,95070.4,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,6.0,0.0,431.1,1037.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,No ha consumido,No,No,No,No,0,38028.159999999996,0.1569700757966538,0
18501,1850101,490.14853,ES30,Zona media,1976,48,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,26.0,0.0,0.0,33.0,Actividades financieras/seguros,Post-secundaria,Bueno,No,No limitado,No,71758.3,11260.3,142933.6,142933.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,7.0,0.0,699.52,1072.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,68063.61904761905,0.1169793598789269,0
18501,1850102,493.83557,ES30,Zona media,1971,53,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,30.0,0.0,0.0,33.0,Actividades financieras/seguros,Post-secundaria,Bueno,No,No limitado,No,46713.8,3149.6,142933.6,142933.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,7.0,0.0,699.52,1072.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,68063.61904761905,0.17969507939837906,0
18502,1850201,528.31124,ES30,Zona media,1979,45,Mujer,España,España,Trabajando,Asalariado,30.0,Tiempo parcial,Indefinido escrito,Sí,21.0,0.0,18.0,33.0,Comercio/reparación vehículos,Post-secundaria,Bueno,No,No limitado,Sí,14465.2,0.0,47514.7,47514.7,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,468.14,800.0,Han aumentado,Nuevo/cambio empleo,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No,0,22626.04761904762,0.38835826673671986,1
18502,1850202,524.63255,ES30,Zona media,1976,48,Hombre,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,23.0,0.0,0.0,23.0,Educación,Post-secundaria,Muy bueno,No,No limitado,No,30754.7,0.0,47514.7,47514.7,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,468.14,800.0,Han aumentado,Nuevo/cambio empleo,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No,0,22626.04761904762,0.18266086159188677,0
18503,1850302,491.43516,ES30,Zona media,1971,53,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,20.0,0.0,0.0,26.0,Actividades profesionales/científicas,Post-secundaria,Bueno,No,No limitado,No,34263.3,0.0,88411.73,88411.73,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Adosada/pareada,Propiedad con hipoteca,4.0,0.0,1169.6,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,35364.691999999995,0.4096277941704389,0
18504,1850401,680.80396,ES30,Zona media,1969,55,Hombre,España,España,Trabajando,Asalariado,60.0,Tiempo completo,Indefinido escrito,Sí,30.0,0.0,0.0,26.0,Actividades profesionales/científicas,Post-secundaria,Bueno,Sí,No limitado,No,89961.8,0.0,116604.03,116604.03,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,458.93,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No,0,46641.612,0.06121664973355357,0
18504,1850402,687.58822,ES30,Zona media,1970,54,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo parcial,Indefinido escrito,Sí,25.0,0.0,0.0,33.0,Actividades financieras/seguros,Post-secundaria,Bueno,No,No limitado,No,15706.6,86.1,116604.03,116604.03,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,458.93,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No,0,46641.612,0.35062712490290704,1
18505,1850501,467.89046,ES30,Zona media,1983,41,Hombre,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,15.0,0.0,1.0,83.0,Transporte/almacenamiento,Post-secundaria,Bueno,No,No limitado,No,33225.1,10.8,71355.5,71355.5,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,0.0,723.46,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,33978.80952380952,0.2612940216884223,0
18505,1850502,467.29331,ES30,Zona media,1984,40,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,16.0,0.0,0.0,25.0,Actividades profesionales/científicas,Post-secundaria,Bueno,No,No limitado,No,29882.4,0.0,71355.5,71355.5,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,0.0,723.46,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,33978.80952380952,0.29052284957031566,0
18508,1850801,411.14232,ES30,Zona muy poblada,1971,53,Hombre,España,España,Trabajando,Asalariado,39.0,Tiempo completo,Indefinido escrito,No,33.0,0.0,0.0,25.0,Información/comunicaciones,Post-secundaria,Bueno,No,Limitado pero no gravemente,No,41138.3,126.3,56270.4,56270.4,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,364.68,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,22508.16,0.10637678270614001,0
18509,1850901,448.45725,ES30,Zona muy poblada,1981,43,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,Sí,15.0,0.0,0.0,42.0,Actividades profesionales/científicas,Post-secundaria,Regular,Sí,No limitado,No,19020.2,0.0,47624.6,47624.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,0.0,363.35,330.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,22678.38095238095,0.2292404916877846,0
18509,1850902,449.17903,ES30,Zona muy poblada,1978,46,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,25.0,0.0,0.0,51.0,Sanidad/servicios sociales,,Bueno,No,No limitado,No,27914.4,0.0,47624.6,47624.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,0.0,363.35,330.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,22678.38095238095,0.156198951079013,0
