id_hogar,id_persona,peso_persona,region,grado_urbanizacion,anio_nacimiento,edad,sexo,pais_nacimiento,nacionalidad,situacion_actividad,situacion_profesional,horas_semana,jornada,tipo_contrato,personal_a_cargo,anios_experiencia,meses_desempleo_ref,meses_desempleo_5anios,ocupacion_isco08,sector_cnae,nivel_estudios,estado_salud,enfermedad_cronica,limitacion_actividad,necesito_medico_no_fue,renta_neta_salarial,renta_no_monetaria_salarial,renta_neta_hogar,renta_hogar_indicadores,unidades_consumo,num_miembros_hogar,tipo_hogar,hogar_riesgo_pobreza,hogar_carencia_material,retrasos_hipoteca_alquiler,retrasos_facturas,retrasos_deudas_no_vivienda,capacidad_gastos_imprevistos,capacidad_fin_de_mes,puede_vacaciones,puede_proteina_2dias,tiene_ordenador,tiene_coche,carga_prestamos_no_vivienda,puede_sustituir_muebles,puede_calefaccion_invierno,tipo_vivienda,regimen_tenencia,num_habitaciones,importe_alquiler,gastos_vivienda,cuota_hipoteca,cambio_ingresos_12m,motivo_aumento_ingresos,motivo_disminucion_ingresos,expectativa_ingresos_12m,carga_asistencia_medica,carga_asistencia_dental,carga_medicamentos,baja_intensidad_laboral_2020,arope_2020,carencia_material_social_severa,arope_2030
3002,300203,931.43846,ES30,Zona muy poblada,1971,53,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,34.0,0.0,6.0,75.0,Comercio/reparación vehículos,Primaria,Regular,Sí,Limitado pero no gravemente,No,17829.7,0.0,43734.4,43734.4,2.0,3,"2 adultos, 1 niño",No,No,No,No,"Sí, dos o más veces",No (no puede),Con mucha dificultad,No,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,346.97,500.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga pesada,Una carga razonable,No,No,Sí,Sí
3003,300301,715.35779,ES30,Zona muy poblada,1972,52,Mujer,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,28.0,0.0,0.0,43.0,Actividades financieras/seguros,Post-secundaria no superior,Malo,Sí,No limitado,No,37135.1,120.5,87246.8,87246.8,1.8,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con mucha facilidad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,281.24,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
3003,300302,708.29952,ES30,Zona muy poblada,1968,56,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,27.0,0.0,0.0,26.0,Administración pública/defensa,Post-secundaria no superior,Bueno,Sí,No limitado,No,38518.9,0.0,87246.8,87246.8,1.8,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con mucha facilidad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,281.24,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
3004,300401,521.48638,ES30,Zona muy poblada,1966,58,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,30.0,0.0,0.0,26.0,Información/comunicaciones,Post-secundaria no superior,Bueno,No,No limitado,No,27514.5,310.2,48448.6,48448.6,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,373.6,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No
3004,300402,520.51565,ES30,Zona muy poblada,1966,58,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,36.0,0.0,0.0,26.0,Información/comunicaciones,Post-secundaria no superior,Bueno,No,No limitado,No,24446.4,0.0,48448.6,48448.6,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,373.6,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No
3005,300501,531.09222,ES30,Zona muy poblada,1962,62,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,27.0,0.0,0.0,,,Primaria,Regular,Sí,Limitado pero no gravemente,No,6988.2,0.0,7571.1,7571.1,1.0,1,Una persona: mujer 30-64 años,Sí,No,,No,,No (no puede),Con mucha dificultad,Sí,Sí,No (no puede permitírselo),No (no puede permitírselo),,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,169.06,,Se mantienen,,,Mejorar,Ninguna carga,Ninguna carga,Ninguna carga,No aplicable (≥60 años),Sí,No,Sí
3006,300602,717.92853,ES30,Zona muy poblada,1974,50,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,33.0,Industria manufacturera,Post-secundaria no superior,Bueno,No,No limitado,,27494.1,177.5,47431.2,47431.2,1.8,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,198.22,,Se mantienen,,,Mejorar,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3007,300701,1607.30483,ES30,Zona muy poblada,1969,55,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,15.0,0.0,0.0,25.0,Actividades financieras/seguros,Post-secundaria no superior,Bueno,No,No limitado,No,29383.0,0.0,82887.1,82887.1,2.5,4,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,606.14,769.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3007,300702,1610.30234,ES30,Zona muy poblada,1969,55,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,6.0,1.0,1.0,91.0,Actividades administrativas,Secundaria 1ª etapa,Bueno,No,No limitado,,21523.4,186.3,82887.1,82887.1,2.5,4,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,606.14,769.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3009,300901,1582.41123,ES30,Zona muy poblada,1992,32,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,14.0,0.0,0.0,51.0,Otros servicios,Primaria,Bueno,No,No limitado,,16937.9,0.0,29235.97,29235.97,1.5,2,2 adultos ≥65 sin niños,No,No,,No,,No (no puede),Con mucha dificultad,Sí,Sí,No (no puede permitírselo),Sí,,No (no puede permitírselo),No,Piso ≥10 viviendas,Propiedad sin hipoteca,8.0,,257.25,,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,No,No,No
3015,301501,610.06377,ES30,Zona muy poblada,1960,64,Mujer,España,España,Trabajando,Asalariado,25.0,Tiempo parcial,Temporal escrito,No,30.0,12.0,13.0,42.0,Información/comunicaciones,Secundaria 1ª etapa,Bueno,No,No limitado,,0.0,0.0,11948.88,11948.88,1.0,1,Una persona: mujer 30-64 años,Sí,No,,No,No,Sí,Con facilidad,Sí,Sí,No,Sí,Una carga razonable,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,4.0,,216.24,,Han aumentado,Prestaciones sociales,,Mejorar,,,Ninguna carga,No aplicable (≥60 años),Sí,No,Sí
3016,301602,1011.12722,ES30,Zona muy poblada,1965,59,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,40.0,0.0,0.0,41.0,Administración pública/defensa,Post-secundaria no superior,Regular,Sí,Limitado pero no gravemente,No,22064.3,0.0,26001.4,26001.4,1.5,2,2 adultos <65 sin niños,No,No,,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga razonable,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,,209.16,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3018,301801,4084.32135,ES30,Zona muy poblada,1970,54,Mujer,Extranjero no UE,España,Trabajando,Asalariado,48.0,Tiempo completo,Indefinido escrito,No,33.0,0.0,0.0,94.0,Hostelería,Secundaria 1ª etapa,Malo,No,No limitado,No,16243.0,672.8,60628.28,60628.28,2.8,5,Otros con niños,No,Sí,No,No,,No (no puede),Con dificultad,No,Sí,Sí,No,,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,800.0,956.94,,Se mantienen,,,,Una carga pesada,Una carga pesada,Una carga pesada,No,Sí,Sí,Sí
3018,301802,4065.71603,ES30,Zona muy poblada,2001,23,Mujer,España,España,Trabajando,Asalariado,30.0,Tiempo parcial,Temporal escrito,No,0.0,0.0,0.0,35.0,Información/comunicaciones,Secundaria 1ª etapa,Regular,No,No limitado,No,18055.28,0.0,60628.28,60628.28,2.8,5,Otros con niños,No,Sí,No,No,,No (no puede),Con dificultad,No,Sí,Sí,No,,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,800.0,956.94,,Se mantienen,,,,Una carga pesada,Una carga pesada,Una carga pesada,No,Sí,Sí,Sí
3018,301803,4313.73424,ES30,Zona muy poblada,1992,32,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,8.0,0.0,0.0,35.0,Información/comunicaciones,Secundaria 1ª etapa,Bueno,No,No limitado,No,10266.6,0.0,60628.28,60628.28,2.8,5,Otros con niños,No,Sí,No,No,,No (no puede),Con dificultad,No,Sí,Sí,No,,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,800.0,956.94,,Se mantienen,,,,Una carga pesada,Una carga pesada,Una carga pesada,No,Sí,Sí,Sí
3018,301804,4122.92683,ES30,Zona muy poblada,1991,33,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,8.0,0.0,5.0,32.0,Sanidad/servicios sociales,Secundaria 1ª etapa,Regular,No,No limitado,No,6404.3,0.0,60628.28,60628.28,2.8,5,Otros con niños,No,Sí,No,No,,No (no puede),Con dificultad,No,Sí,Sí,No,,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,800.0,956.94,,Se mantienen,,,,Una carga pesada,Una carga pesada,Una carga pesada,No,Sí,Sí,Sí
3019,301901,1353.64575,ES30,Zona muy poblada,1982,42,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,26.0,8.0,8.0,42.0,Hostelería,Post-secundaria no superior,Muy bueno,No,No limitado,,1672.0,0.0,6573.7,6573.7,1.0,1,Una persona: mujer 30-64 años,Sí,No,No,No,,Sí,Con facilidad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso <10 viviendas,Alquiler precio mercado,3.0,733.5,836.02,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,Sí,No,Sí
3020,302001,1968.12441,ES30,Zona muy poblada,1976,48,Hombre,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,30.0,0.0,0.0,72.0,Industria manufacturera,Primaria,Bueno,No,No limitado,No,19442.8,0.0,45116.6,45116.6,2.3,4,Otros con niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,3.0,,474.84,420.0,Han disminuido,,,,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3020,302002,1973.58418,ES30,Zona muy poblada,2001,23,Hombre,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,6.0,0.0,6.0,82.0,Industria manufacturera,Primaria,Muy bueno,No,No limitado,No,15850.0,0.0,45116.6,45116.6,2.3,4,Otros con niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,3.0,,474.84,420.0,Han disminuido,,,,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3020,302003,1981.92479,ES30,Zona muy poblada,1977,47,Mujer,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,35.0,Tiempo parcial,Indefinido escrito,No,24.0,0.0,0.0,32.0,Sanidad/servicios sociales,Secundaria 1ª etapa,Bueno,No,No limitado,No,13446.6,0.0,45116.6,45116.6,2.3,4,Otros con niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,3.0,,474.84,420.0,Han disminuido,,,,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3021,302101,727.64742,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,34.0,0.0,0.0,72.0,Administración pública/defensa,Secundaria 1ª etapa con título,Regular,No,No limitado,,24966.5,0.0,36773.2,36773.2,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,699.68,650.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3021,302102,731.76453,ES30,Zona muy poblada,1972,52,Mujer,España,España,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,No,23.0,0.0,0.0,91.0,Actividades administrativas,Secundaria 1ª etapa con título,Regular,No,No limitado,,8255.1,0.0,36773.2,36773.2,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,699.68,650.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3022,302202,1216.45914,ES30,Zona muy poblada,1965,59,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,40.0,0.0,0.0,31.0,Construcción,Secundaria 1ª etapa con título,Regular,Sí,No limitado,No,20244.9,0.0,21054.2,21054.2,1.5,2,2 adultos <65 sin niños,No,No,No,No,,No (no puede),Con dificultad,No,Sí,No (no puede permitírselo),No,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,476.28,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3023,302303,539.65085,ES30,Zona muy poblada,1970,54,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,32.0,0.0,0.0,31.0,Actividades profesionales/científicas,Post-secundaria no superior,Bueno,No,No limitado,,22502.5,0.0,40535.4,40535.4,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,313.64,,Se mantienen,,,Mejorar,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No
3024,302401,983.37811,ES30,Zona muy poblada,1976,48,Mujer,España,España,Trabajando,Asalariado,10.0,Tiempo parcial,Temporal escrito,No,10.0,0.0,0.0,53.0,Hostelería,Secundaria 1ª etapa,Regular,No,No limitado,No,335.5,0.0,26999.4,26999.4,2.3,4,"2 adultos, 2 niños",Sí,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,337.81,,Han aumentado,Reincorporación trabajo,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,Sí,No,Sí
3024,302402,978.34091,ES30,Zona muy poblada,1974,50,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,30.0,0.0,0.0,83.0,Transporte/almacenamiento,Secundaria 1ª etapa con título,Bueno,No,No limitado,,22782.3,0.0,26999.4,26999.4,2.3,4,"2 adultos, 2 niños",Sí,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,337.81,,Han aumentado,Reincorporación trabajo,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,Sí,No,Sí
3025,302502,795.6659,ES30,Zona muy poblada,1979,45,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,22.0,0.0,0.0,23.0,Administración pública/defensa,Post-secundaria no superior,Bueno,No,No limitado,No,28130.8,0.0,40455.6,40455.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,No,Sí,,Sí,Sí,Piso <10 viviendas,Propiedad con hipoteca,5.0,,487.95,450.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3028,302801,589.41778,ES30,Zona muy poblada,1973,51,Mujer,España,España,Trabajando,Asalariado,20.0,Tiempo parcial,Temporal escrito,No,6.0,0.0,0.0,23.0,Educación,Post-secundaria no superior,Regular,Sí,No limitado,No,28342.9,0.0,71416.5,71416.5,2.5,4,"2 adultos, 2 niños",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,310.72,,Han disminuido,,Reducción horas/salario,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3028,302802,586.10155,ES30,Zona muy poblada,1971,53,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,32.0,0.0,0.0,81.0,Industria manufacturera,Secundaria 1ª etapa con título,Regular,Sí,No limitado,No,32842.3,497.4,71416.5,71416.5,2.5,4,"2 adultos, 2 niños",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,310.72,,Han disminuido,,Reducción horas/salario,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3029,302901,781.81065,ES30,Zona muy poblada,1968,56,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,37.0,0.0,0.0,33.0,Industria manufacturera,Secundaria 1ª etapa,Regular,No,Limitado pero no gravemente,No,43310.1,0.0,57072.3,57072.3,2.5,4,"2 adultos, 2 niños",No,No,,No,,Sí,Con dificultad,Sí,Sí,Sí,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,453.64,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3030,303001,331.07008,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,27.0,0.0,0.0,23.0,Educación,Post-secundaria no superior,Muy bueno,No,No limitado,,31991.0,0.0,32882.9,32882.9,1.3,2,1 adulto con niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,6.0,800.0,911.02,,Se mantienen,,,Mantenerse,,,Una carga razonable,No,No,No,No
3031,303101,698.65991,ES30,Zona muy poblada,1978,46,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,18.0,0.0,0.0,91.0,Educación,Secundaria 1ª etapa,Muy bueno,No,No limitado,No,13867.9,0.0,33395.6,33395.6,2.3,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con dificultad,No,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio reducido,5.0,,,,Se mantienen,,,,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3035,303501,891.3873,ES30,Zona muy poblada,1966,58,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,40.0,0.0,0.0,24.0,Administración pública/defensa,Post-secundaria no superior,Bueno,Sí,No limitado,No,32873.9,0.0,48919.4,48919.4,2.0,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,506.52,308.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3035,303502,952.61071,ES30,Zona muy poblada,1999,25,Hombre,España,España,Trabajando,Asalariado,15.0,Tiempo parcial,Temporal escrito,No,5.0,0.0,0.0,34.0,Actividades artísticas/recreativas,Secundaria 1ª etapa,Bueno,No,No limitado,No,14984.8,0.0,48919.4,48919.4,2.0,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,506.52,308.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3036,303602,763.44517,ES30,Zona muy poblada,1977,47,Mujer,Extranjero no UE,España,Trabajando,Asalariado,16.0,Tiempo parcial,Indefinido escrito,No,26.0,0.0,0.0,91.0,Hogares como empleadores,Post-secundaria no superior,Regular,No,Limitado pero no gravemente,No,12300.56,0.0,37642.46,37642.46,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,725.72,640.0,Han disminuido,,Otros,Empeorar,Una carga pesada,Una carga razonable,Una carga razonable,No,No,No,No
3037,303701,643.45171,ES30,Zona muy poblada,1983,41,Mujer,España,España,Trabajando,Asalariado,25.0,Tiempo parcial,Indefinido escrito,No,15.0,0.0,0.0,51.0,Otros servicios,Primaria,Regular,Sí,Limitado pero no gravemente,No,10550.4,0.0,26630.3,26630.3,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con dificultad,No,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,1057.6,1000.0,Han disminuido,,Incapacidad,Mejorar,Una carga pesada,Una carga razonable,Una carga razonable,No,No,No,No
3037,303702,644.48733,ES30,Zona muy poblada,1979,45,Hombre,España,España,Trabajando,Asalariado,50.0,Tiempo completo,Indefinido escrito,No,28.0,0.0,0.0,75.0,Industria manufacturera,Primaria,Regular,No,Limitado pero no gravemente,No,17974.8,0.0,26630.3,26630.3,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con dificultad,No,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,1057.6,1000.0,Han disminuido,,Incapacidad,Mejorar,Una carga pesada,Una carga razonable,Una carga razonable,No,No,No,No
3038,303801,2249.72879,ES30,Zona muy poblada,1968,56,Mujer,Extranjero no UE,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,0.0,96.0,Actividades administrativas,Secundaria 1ª etapa con título,Bueno,Sí,No limitado,No,17211.8,0.0,38717.8,38717.8,2.0,3,Otros sin niños,No,No,No,No,No,No (no puede),Con mucha dificultad,No,Sí,No (no puede permitírselo),No (no puede permitírselo),Una carga pesada,No (no puede permitírselo),No,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,602.64,675.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,,Ninguna carga,No,No,Sí,Sí
3039,303901,1606.03764,ES30,Zona muy poblada,1970,54,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,35.0,0.0,4.0,54.0,Actividades administrativas,Primaria,Regular,No,No limitado,No,20922.2,18.6,49205.7,49205.7,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,261.89,,Han aumentado,Nuevo/cambio empleo,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3039,303902,1615.1248,ES30,Zona muy poblada,1970,54,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,21.0,0.0,0.0,94.0,Sanidad/servicios sociales,Primaria,Bueno,No,No limitado,No,12643.7,0.0,49205.7,49205.7,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,261.89,,Han aumentado,Nuevo/cambio empleo,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3039,303903,1607.76741,ES30,Zona muy poblada,2001,23,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,1.0,0.0,0.0,24.0,Energía eléctrica/gas,Post-secundaria no superior,Bueno,No,No limitado,No,13739.5,0.0,49205.7,49205.7,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,261.89,,Han aumentado,Nuevo/cambio empleo,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3040,304001,1575.89469,ES30,Zona muy poblada,1985,39,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,1.0,0.0,0.0,43.0,Actividades financieras/seguros,Secundaria 1ª etapa con título,Muy bueno,No,No limitado,No,17240.2,47.0,48052.36,48052.36,2.0,3,Otros sin niños,No,No,,No,,Sí,Con mucha facilidad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,4.0,,576.14,,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,No,No,No
3041,304101,2563.21963,ES30,Zona muy poblada,2000,24,Hombre,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,1.0,0.0,0.0,81.0,Transporte/almacenamiento,Secundaria 1ª etapa,Bueno,No,No limitado,,15539.7,0.0,33644.6,33644.6,3.0,5,Otros con niños,Sí,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,750.0,851.02,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,Sí,No,Sí
3044,304401,361.34395,ES30,Zona muy poblada,1969,55,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,15.0,0.0,0.0,32.0,Sanidad/servicios sociales,Post-secundaria no superior,Bueno,Sí,Limitado pero no gravemente,No,23880.8,0.0,24658.7,24658.7,1.3,2,1 adulto con niños,No,No,No,No,No,Sí,Con dificultad,No,Sí,Sí,No,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio reducido,4.0,700.0,787.68,,Han disminuido,,Reducción horas/salario,Mejorar,Una carga pesada,Una carga pesada,Una carga pesada,No,No,No,No
