ocupacion_isco08,jornada,tipo_contrato,renta_neta_salarial
83.0,Tiempo completo,Indefinido escrito,13127.2
91.0,Tiempo completo,Indefinido escrito,15484.7
26.0,Tiempo completo,Indefinido escrito,48069.5
33.0,Tiempo completo,Indefinido escrito,23960.5
35.0,Tiempo completo,Indefinido escrito,29154.3
61.0,Tiempo completo,Indefinido escrito,20223.1
52.0,Tiempo completo,Indefinido escrito,25394.7
81.0,Tiempo completo,Temporal escrito,12043.0
21.0,Tiempo completo,Indefinido escrito,20238.6
41.0,Tiempo completo,Indefinido escrito,32989.2
22.0,Tiempo completo,Indefinido escrito,58628.2
42.0,Tiempo completo,Indefinido escrito,8388.5
22.0,Tiempo completo,Temporal escrito,16486.9
52.0,Tiempo completo,Indefinido escrito,21351.1
42.0,Tiempo completo,Indefinido escrito,16948.4
96.0,Tiempo completo,Indefinido escrito,3636.7
43.0,Tiempo completo,Indefinido escrito,54455.7
21.0,Tiempo completo,Indefinido escrito,21984.28
54.0,Tiempo completo,Indefinido escrito,35671.2
54.0,Tiempo completo,Indefinido escrito,38749.9
14.0,Tiempo completo,Indefinido escrito,91567.9
21.0,Tiempo completo,Indefinido escrito,30758.4
91.0,Tiempo completo,Indefinido escrito,16937.5
25.0,Tiempo completo,Indefinido escrito,20027.1
13.0,Tiempo completo,Indefinido escrito,36789.7
51.0,Tiempo completo,Indefinido escrito,17736.7
41.0,Tiempo parcial,Indefinido escrito,19158.8
22.0,Tiempo completo,Temporal escrito,24798.5
31.0,Tiempo completo,Indefinido escrito,47247.8
22.0,Tiempo completo,Indefinido escrito,23834.2
53.0,Tiempo completo,Indefinido escrito,12842.5
32.0,Tiempo completo,Temporal escrito,21082.0
33.0,Tiempo completo,Indefinido escrito,29187.8
83.0,Tiempo completo,Indefinido escrito,18063.6
72.0,Tiempo completo,Indefinido escrito,19442.8
31.0,Tiempo completo,Indefinido escrito,0.0
26.0,Tiempo completo,Indefinido escrito,86962.0
12.0,Tiempo completo,Indefinido escrito,26448.7
91.0,Tiempo parcial,Indefinido escrito,4387.9
54.0,Tiempo completo,Indefinido escrito,42479.5
52.0,Tiempo completo,Indefinido escrito,36302.0
42.0,Tiempo parcial,Indefinido escrito,20127.7
43.0,Tiempo completo,Indefinido escrito,24493.87
32.0,Tiempo parcial,Indefinido escrito,11137.0
33.0,Tiempo completo,Indefinido escrito,45219.1
14.0,Tiempo completo,Indefinido escrito,23028.1
42.0,Tiempo completo,Indefinido verbal,14600.8
23.0,Tiempo completo,Indefinido escrito,36665.9
42.0,Tiempo completo,Indefinido escrito,14863.5
43.0,Tiempo completo,Indefinido escrito,19322.7
51.0,Tiempo parcial,Indefinido escrito,13391.4
91.0,Tiempo parcial,Indefinido escrito,12300.56
33.0,Tiempo completo,Indefinido escrito,71883.7
74.0,Tiempo completo,Temporal escrito,20936.8
54.0,Tiempo completo,Indefinido escrito,18478.5
23.0,Tiempo completo,Temporal escrito,18566.5
31.0,Tiempo completo,Indefinido escrito,64201.4
34.0,Tiempo completo,Indefinido escrito,15518.8
31.0,Tiempo completo,Indefinido escrito,25103.4
83.0,Tiempo completo,Indefinido escrito,37049.5
42.0,Tiempo parcial,Temporal escrito,6260.2
21.0,Tiempo completo,Indefinido escrito,27232.4
51.0,Tiempo completo,Indefinido escrito,19701.3
34.0,Tiempo completo,Indefinido escrito,23227.3
54.0,Tiempo completo,Indefinido escrito,32752.3
74.0,Tiempo completo,Indefinido escrito,5681.7
32.0,Tiempo completo,Indefinido escrito,27531.6
42.0,Tiempo parcial,Indefinido escrito,12264.0
42.0,Tiempo completo,Indefinido escrito,46101.8
22.0,Tiempo completo,Indefinido escrito,110595.7
24.0,Tiempo completo,Indefinido escrito,27657.9
54.0,Tiempo completo,Indefinido escrito,42272.3
32.0,Tiempo completo,Indefinido escrito,15570.5
91.0,Tiempo parcial,Indefinido escrito,15718.1
71.0,Tiempo completo,Indefinido escrito,26125.0
53.0,Tiempo parcial,Indefinido escrito,12715.1
23.0,Tiempo completo,Indefinido escrito,16913.0
31.0,Tiempo completo,Indefinido escrito,62170.7
22.0,Tiempo parcial,Indefinido escrito,18203.1
83.0,Tiempo completo,Indefinido escrito,21474.8
23.0,Tiempo completo,Indefinido escrito,26045.0
31.0,Tiempo completo,Indefinido escrito,28746.9
26.0,Tiempo completo,Indefinido escrito,39588.9
25.0,Tiempo completo,Indefinido escrito,38548.9
33.0,Tiempo completo,Indefinido escrito,30993.5
21.0,Tiempo completo,Indefinido escrito,23901.6
23.0,Tiempo parcial,Indefinido escrito,11807.1
43.0,Tiempo completo,Indefinido escrito,54456.2
32.0,Tiempo parcial,Indefinido escrito,15285.6
26.0,Tiempo completo,Indefinido escrito,20690.0
23.0,Tiempo completo,Indefinido escrito,32031.4
25.0,Tiempo completo,Indefinido escrito,36958.3
22.0,Tiempo completo,Indefinido escrito,24880.3
23.0,Tiempo parcial,Indefinido escrito,14702.7
42.0,Tiempo completo,Indefinido escrito,14033.0
22.0,Tiempo parcial,Indefinido escrito,16669.0
44.0,Tiempo completo,Indefinido escrito,17989.4
24.0,Tiempo completo,Indefinido escrito,29456.5
21.0,Tiempo completo,Indefinido escrito,40775.5
24.0,Tiempo completo,Indefinido escrito,35411.6
91.0,Tiempo completo,Indefinido escrito,18927.13
91.0,Tiempo parcial,Indefinido escrito,1500.0
42.0,Tiempo completo,Indefinido escrito,21399.1
52.0,Tiempo parcial,Indefinido escrito,11005.1
93.0,Tiempo completo,Indefinido escrito,16852.0
71.0,Tiempo completo,Indefinido escrito,18027.7
26.0,Tiempo completo,Indefinido escrito,27427.4
12.0,Tiempo completo,Indefinido escrito,63083.3
35.0,Tiempo completo,Indefinido escrito,32206.9
21.0,Tiempo completo,Indefinido escrito,31684.7
42.0,Tiempo parcial,Indefinido escrito,13101.8
14.0,Tiempo completo,Indefinido escrito,57739.9
42.0,Tiempo parcial,Indefinido escrito,9828.7
24.0,Tiempo completo,Indefinido escrito,16985.5
41.0,Tiempo completo,Indefinido escrito,20497.9
31.0,Tiempo completo,Indefinido escrito,12630.4
72.0,Tiempo completo,Indefinido escrito,24609.2
21.0,Tiempo completo,Indefinido escrito,9889.8
24.0,Tiempo completo,Indefinido escrito,62428.5
26.0,Tiempo completo,Indefinido escrito,44240.4
41.0,Tiempo parcial,Indefinido escrito,6912.1
23.0,Tiempo completo,Indefinido escrito,27602.4
41.0,Tiempo completo,Indefinido escrito,22922.7
94.0,Tiempo completo,Indefinido escrito,16243.0
52.0,Tiempo parcial,Indefinido escrito,18350.0
24.0,Tiempo completo,Indefinido escrito,72069.2
32.0,Tiempo completo,Indefinido escrito,23880.8
12.0,Tiempo completo,Indefinido escrito,60278.6
13.0,Tiempo completo,Indefinido escrito,23286.4
35.0,Tiempo completo,Indefinido escrito,22827.9
22.0,Tiempo completo,Indefinido escrito,35761.7
22.0,Tiempo completo,Indefinido escrito,84821.2
23.0,Tiempo parcial,Indefinido escrito,683.5
25.0,Tiempo completo,Indefinido escrito,34761.1
42.0,Tiempo completo,Indefinido escrito,25194.6
35.0,Tiempo completo,Indefinido escrito,47820.9
51.0,Tiempo completo,Indefinido escrito,18310.8
44.0,Tiempo completo,Indefinido escrito,19081.9
83.0,Tiempo completo,Temporal escrito,25000.4
22.0,Tiempo completo,Indefinido escrito,50899.9
91.0,Tiempo parcial,Indefinido escrito,16214.2
25.0,Tiempo completo,Indefinido escrito,43209.9
51.0,Tiempo parcial,Indefinido escrito,10550.4
61.0,Tiempo completo,Indefinido escrito,17923.0
42.0,Tiempo completo,Indefinido escrito,52449.5
83.0,Tiempo completo,Indefinido escrito,36013.7
12.0,Tiempo completo,Indefinido escrito,44190.3
41.0,Tiempo completo,Temporal escrito,18810.9
52.0,Tiempo parcial,Indefinido escrito,3701.6
31.0,Tiempo completo,Indefinido escrito,23013.3
51.0,Tiempo completo,Indefinido escrito,19572.7
31.0,Tiempo completo,Indefinido escrito,30580.2
31.0,Tiempo completo,Indefinido escrito,32792.8
51.0,Tiempo completo,Indefinido escrito,17059.3
13.0,Tiempo completo,Indefinido escrito,33960.8
31.0,Tiempo completo,Indefinido escrito,24309.1
24.0,Tiempo completo,Indefinido escrito,34668.3
42.0,Tiempo completo,Indefinido escrito,16384.6
91.0,Tiempo parcial,Indefinido escrito,7909.4
71.0,Tiempo completo,Indefinido escrito,26498.7
23.0,Tiempo completo,Indefinido escrito,28379.5
91.0,Tiempo parcial,Indefinido escrito,13357.53
44.0,Tiempo completo,Indefinido escrito,18065.1
43.0,Tiempo completo,Indefinido escrito,105465.3
91.0,Tiempo completo,Indefinido escrito,16565.3
22.0,Tiempo completo,Indefinido escrito,41502.9
52.0,Tiempo parcial,Indefinido escrito,13255.0
23.0,Tiempo completo,Indefinido escrito,55085.7
41.0,Tiempo completo,Temporal escrito,17852.1
41.0,Tiempo completo,Indefinido escrito,22674.6
26.0,Tiempo completo,Indefinido escrito,26917.4
91.0,Tiempo completo,Indefinido escrito,16636.77
35.0,Tiempo completo,Indefinido escrito,23128.3
51.0,Tiempo completo,Indefinido escrito,14396.0
34.0,Tiempo parcial,Indefinido escrito,7635.6
26.0,Tiempo completo,Indefinido escrito,13286.9
41.0,Tiempo completo,Indefinido escrito,21379.3
71.0,Tiempo completo,Indefinido escrito,12563.1
13.0,Tiempo completo,Indefinido escrito,40800.1
33.0,Tiempo completo,Indefinido escrito,84658.8
41.0,Tiempo completo,Indefinido escrito,53046.3
25.0,Tiempo completo,Indefinido escrito,26292.32
41.0,Tiempo completo,Indefinido escrito,20655.9
25.0,Tiempo completo,Indefinido escrito,25172.6
31.0,Tiempo completo,Indefinido escrito,18097.09
24.0,Tiempo completo,Indefinido escrito,50549.6
52.0,Tiempo completo,Indefinido escrito,15879.3
32.0,Tiempo completo,Indefinido escrito,18545.5
72.0,Tiempo completo,Indefinido escrito,39511.9
93.0,Tiempo completo,Indefinido escrito,18587.0
24.0,Tiempo completo,Indefinido escrito,17059.8
21.0,Tiempo completo,Indefinido escrito,45723.8
21.0,Tiempo completo,Indefinido escrito,39621.7
33.0,Tiempo completo,Indefinido escrito,28532.1
41.0,Tiempo completo,Indefinido escrito,25821.8
21.0,Tiempo completo,Indefinido escrito,24939.1
22.0,Tiempo completo,Indefinido escrito,28474.3
31.0,Tiempo completo,Indefinido escrito,37645.7
22.0,Tiempo completo,Temporal escrito,8715.3
21.0,Tiempo completo,Temporal escrito,22571.3
51.0,Tiempo completo,Indefinido escrito,14281.8
24.0,Tiempo completo,Indefinido escrito,51083.1
41.0,Tiempo parcial,Temporal escrito,9598.8
54.0,Tiempo completo,Indefinido escrito,31240.5
26.0,Tiempo completo,Indefinido escrito,41343.0
33.0,Tiempo completo,Indefinido escrito,39093.9
35.0,Tiempo completo,Indefinido escrito,46659.8
31.0,Tiempo completo,Indefinido escrito,31466.8
12.0,Tiempo completo,Indefinido escrito,87376.1
82.0,Tiempo completo,Indefinido escrito,23376.6
21.0,Tiempo completo,Indefinido escrito,70039.0
2.0,Tiempo completo,,30396.0
24.0,Tiempo completo,Indefinido escrito,15855.5
41.0,Tiempo completo,,25870.6
52.0,Tiempo completo,Indefinido escrito,15669.8
33.0,Tiempo completo,Temporal escrito,23652.2
13.0,Tiempo completo,Indefinido escrito,29476.0
53.0,Tiempo parcial,Indefinido escrito,8063.1
24.0,Tiempo completo,Indefinido escrito,32760.6
25.0,Tiempo completo,Indefinido escrito,64322.5
34.0,Tiempo completo,Indefinido escrito,15532.2
41.0,Tiempo completo,Indefinido escrito,33192.7
41.0,Tiempo completo,Indefinido escrito,75314.9
42.0,Tiempo parcial,Indefinido escrito,11821.3
34.0,Tiempo completo,Indefinido escrito,19489.6
34.0,Tiempo parcial,Indefinido escrito,3752.8
52.0,Tiempo completo,Indefinido escrito,17307.9
51.0,Tiempo completo,Indefinido escrito,37322.4
14.0,Tiempo completo,Indefinido escrito,0.0
25.0,Tiempo completo,Indefinido escrito,22091.9
32.0,Tiempo completo,Temporal escrito,17106.7
44.0,Tiempo completo,Indefinido escrito,13722.4
26.0,Tiempo completo,Indefinido escrito,22326.9
12.0,Tiempo completo,Indefinido escrito,42359.9
41.0,Tiempo completo,Indefinido escrito,20276.6
33.0,Tiempo completo,Indefinido escrito,10246.5
72.0,Tiempo completo,Indefinido escrito,20603.4
71.0,Tiempo completo,Indefinido escrito,5287.9
41.0,Tiempo completo,Indefinido escrito,8058.5
12.0,Tiempo completo,Indefinido escrito,46315.7
24.0,Tiempo completo,Indefinido escrito,45142.3
21.0,Tiempo parcial,Indefinido escrito,18608.6
91.0,Tiempo parcial,Indefinido escrito,9557.6
75.0,Tiempo parcial,Indefinido escrito,3890.0
33.0,Tiempo completo,,47045.7
94.0,Tiempo completo,Temporal escrito,12643.7
83.0,Tiempo completo,Indefinido escrito,16037.5
23.0,Tiempo completo,Indefinido escrito,36582.4
44.0,Tiempo completo,Indefinido escrito,19488.7
35.0,Tiempo completo,Temporal escrito,15916.2
42.0,Tiempo completo,Indefinido escrito,21134.8
26.0,Tiempo completo,Indefinido escrito,53315.9
43.0,Tiempo completo,Indefinido escrito,52118.9
51.0,Tiempo completo,Indefinido escrito,15482.4
24.0,Tiempo completo,Indefinido escrito,26243.1
52.0,Tiempo completo,Indefinido escrito,20932.7
51.0,Tiempo completo,Indefinido escrito,26432.1
42.0,Tiempo completo,Indefinido escrito,26476.2
43.0,Tiempo parcial,,19969.5
52.0,Tiempo completo,Indefinido escrito,29852.0
33.0,Tiempo parcial,Temporal escrito,1331.2
23.0,Tiempo completo,Indefinido escrito,18034.1
52.0,Tiempo parcial,Indefinido escrito,5098.5
54.0,Tiempo completo,Indefinido escrito,34273.7
24.0,Tiempo completo,Indefinido escrito,26552.9
24.0,Tiempo completo,Indefinido escrito,58254.0
51.0,Tiempo completo,Indefinido escrito,15702.1
83.0,Tiempo completo,Indefinido escrito,24882.3
32.0,Tiempo completo,Indefinido escrito,19534.6
41.0,Tiempo completo,Indefinido escrito,22945.4
23.0,Tiempo completo,Indefinido escrito,31362.8
21.0,Tiempo completo,Indefinido escrito,25626.4
31.0,Tiempo completo,Indefinido escrito,26136.3
33.0,Tiempo completo,Indefinido escrito,24620.5
21.0,Tiempo completo,Indefinido escrito,54195.1
24.0,Tiempo completo,Indefinido escrito,28083.4
24.0,Tiempo completo,Indefinido escrito,23066.7
1.0,Tiempo completo,Indefinido escrito,49885.6
23.0,Tiempo completo,Indefinido escrito,33443.7
51.0,Tiempo completo,Indefinido escrito,9411.3
52.0,Tiempo parcial,Indefinido escrito,3422.5
21.0,Tiempo completo,Indefinido escrito,33908.8
83.0,Tiempo completo,Indefinido escrito,15140.0
33.0,Tiempo completo,Indefinido escrito,9579.3
52.0,Tiempo parcial,Indefinido escrito,6585.1
83.0,Tiempo completo,Indefinido escrito,16479.1
41.0,Tiempo completo,Indefinido escrito,21334.4
34.0,Tiempo completo,Indefinido escrito,16225.3
91.0,Tiempo completo,Indefinido escrito,19994.7
14.0,Tiempo completo,Indefinido escrito,61532.3
33.0,Tiempo completo,Indefinido escrito,26785.79
33.0,Tiempo completo,Indefinido escrito,24963.9
43.0,Tiempo completo,Indefinido escrito,19126.4
41.0,Tiempo completo,Indefinido escrito,32432.5
42.0,Tiempo completo,Temporal escrito,6795.7
52.0,Tiempo parcial,Indefinido escrito,2038.8
33.0,Tiempo completo,Indefinido escrito,19357.6
25.0,Tiempo completo,Indefinido escrito,12371.68
91.0,Tiempo parcial,Indefinido escrito,21563.9
35.0,Tiempo parcial,Indefinido escrito,21279.1
43.0,Tiempo completo,Indefinido escrito,17797.8
33.0,Tiempo completo,Indefinido escrito,23889.9
33.0,Tiempo completo,Indefinido escrito,43310.1
23.0,Tiempo completo,Indefinido escrito,28651.9
32.0,Tiempo completo,Indefinido escrito,1907.0
21.0,Tiempo completo,Indefinido escrito,55730.9
91.0,Tiempo completo,Indefinido escrito,26069.4
96.0,Tiempo completo,Indefinido escrito,17211.8
22.0,Tiempo completo,Indefinido escrito,14270.9
41.0,Tiempo completo,Indefinido escrito,15985.1
83.0,Tiempo completo,Indefinido escrito,14731.1
72.0,Tiempo completo,Indefinido escrito,19772.1
21.0,Tiempo completo,Indefinido escrito,34062.5
23.0,Tiempo completo,Indefinido escrito,16887.3
42.0,Tiempo completo,Indefinido escrito,16042.2
52.0,Tiempo completo,Indefinido escrito,17468.42
43.0,Tiempo completo,Indefinido escrito,21744.4
31.0,Tiempo completo,Indefinido escrito,38306.5
71.0,Tiempo completo,Indefinido escrito,20453.3
21.0,Tiempo completo,Indefinido escrito,36199.8
24.0,Tiempo completo,Indefinido escrito,22690.0
34.0,Tiempo parcial,Indefinido escrito,14028.1
23.0,Tiempo completo,Indefinido escrito,33694.1
51.0,Tiempo completo,Indefinido escrito,17656.9
13.0,Tiempo completo,Indefinido escrito,27536.1
71.0,Tiempo completo,Indefinido escrito,20739.0
24.0,Tiempo completo,Indefinido escrito,32373.5
94.0,Tiempo completo,Indefinido escrito,15499.2
23.0,Tiempo completo,Indefinido escrito,39429.7
54.0,Tiempo completo,Indefinido escrito,28344.6
81.0,Tiempo completo,Indefinido escrito,18670.8
14.0,Tiempo completo,Indefinido escrito,44362.1
93.0,Tiempo completo,Indefinido escrito,15054.4
91.0,Tiempo parcial,Indefinido escrito,14590.0
22.0,Tiempo parcial,Indefinido escrito,29586.4
14.0,Tiempo completo,Indefinido escrito,17683.5
31.0,Tiempo completo,Indefinido escrito,30414.5
42.0,Tiempo parcial,Indefinido escrito,9257.8
93.0,Tiempo completo,Indefinido escrito,13948.5
13.0,Tiempo completo,Indefinido escrito,61730.2
13.0,Tiempo completo,Indefinido escrito,85788.9
53.0,Tiempo completo,,16416.78
91.0,Tiempo completo,Indefinido escrito,22921.8
52.0,Tiempo completo,Indefinido escrito,15788.3
25.0,Tiempo completo,Indefinido escrito,30778.2
25.0,Tiempo completo,Indefinido escrito,2618.8
74.0,Tiempo completo,Indefinido escrito,23488.5
13.0,Tiempo completo,Indefinido escrito,75706.7
34.0,Tiempo completo,Indefinido escrito,30726.6
43.0,Tiempo completo,Indefinido escrito,31959.8
21.0,Tiempo completo,Indefinido escrito,57744.4
26.0,Tiempo completo,Indefinido escrito,27989.7
,Tiempo completo,Indefinido escrito,28736.4
71.0,Tiempo completo,Indefinido escrito,18423.1
94.0,Tiempo parcial,Indefinido escrito,12264.0
81.0,Tiempo completo,Indefinido escrito,37373.6
54.0,Tiempo completo,Indefinido escrito,20275.8
14.0,Tiempo completo,Indefinido escrito,106383.8
26.0,Tiempo completo,Indefinido escrito,33495.2
41.0,Tiempo completo,Indefinido escrito,27429.5
61.0,Tiempo completo,Indefinido escrito,17293.7
22.0,Tiempo completo,Temporal escrito,19080.3
26.0,Tiempo completo,Indefinido escrito,20048.8
25.0,Tiempo completo,Indefinido escrito,19353.6
23.0,Tiempo completo,Temporal escrito,25179.5
41.0,Tiempo completo,Temporal escrito,19710.2
21.0,Tiempo completo,Indefinido escrito,50736.9
33.0,Tiempo completo,Indefinido escrito,53347.1
41.0,Tiempo completo,Indefinido escrito,34296.2
25.0,Tiempo completo,Indefinido escrito,39242.5
26.0,Tiempo completo,Indefinido escrito,33624.1
43.0,Tiempo completo,Indefinido escrito,22793.7
35.0,Tiempo completo,Indefinido escrito,30532.0
31.0,Tiempo completo,Indefinido escrito,16994.9
51.0,Tiempo completo,Indefinido escrito,17617.9
42.0,Tiempo completo,Indefinido escrito,20243.8
3.0,Tiempo completo,Indefinido escrito,17612.7
22.0,Tiempo completo,Temporal escrito,30693.9
23.0,Tiempo completo,Indefinido escrito,26846.1
24.0,Tiempo completo,Indefinido escrito,18039.05
43.0,Tiempo completo,Indefinido escrito,45423.9
26.0,Tiempo completo,Temporal escrito,12522.0
83.0,Tiempo completo,Indefinido escrito,24107.5
52.0,Tiempo completo,Indefinido escrito,18026.1
21.0,Tiempo completo,Indefinido escrito,39390.1
25.0,Tiempo completo,Indefinido escrito,53481.0
31.0,Tiempo completo,Indefinido escrito,33682.0
21.0,Tiempo completo,Indefinido escrito,12371.0
32.0,Tiempo completo,Temporal escrito,19938.5
32.0,Tiempo parcial,Indefinido escrito,13446.6
32.0,Tiempo completo,Indefinido escrito,16667.3
54.0,Tiempo completo,Indefinido escrito,37892.4
41.0,Tiempo completo,Indefinido escrito,28188.6
35.0,Tiempo completo,Indefinido escrito,52145.1
91.0,Tiempo parcial,Indefinido escrito,26231.14
52.0,Tiempo parcial,Temporal escrito,14182.5
23.0,Tiempo completo,Indefinido escrito,30754.7
21.0,Tiempo completo,Indefinido escrito,20527.5
24.0,Tiempo completo,Indefinido escrito,29398.3
91.0,Tiempo parcial,Indefinido escrito,9473.9
43.0,Tiempo completo,Indefinido escrito,28944.9
13.0,Tiempo completo,Indefinido escrito,45748.6
52.0,Tiempo completo,Indefinido escrito,14907.4
23.0,Tiempo completo,Temporal escrito,15093.6
54.0,Tiempo completo,Indefinido escrito,43006.5
32.0,Tiempo completo,Indefinido escrito,17819.1
26.0,Tiempo completo,Indefinido escrito,45586.5
13.0,Tiempo completo,Indefinido escrito,35648.6
42.0,Tiempo completo,Indefinido escrito,19892.1
72.0,Tiempo completo,Indefinido escrito,14966.5
91.0,Tiempo parcial,Indefinido escrito,11091.46
33.0,Tiempo completo,Indefinido escrito,9628.9
41.0,Tiempo parcial,Indefinido escrito,19922.1
33.0,Tiempo completo,Indefinido escrito,24281.9
25.0,Tiempo completo,Indefinido escrito,40435.7
75.0,Tiempo completo,Indefinido escrito,43440.9
21.0,Tiempo completo,Indefinido escrito,59233.1
22.0,Tiempo completo,Indefinido escrito,23951.4
73.0,Tiempo completo,Indefinido escrito,19379.6
41.0,Tiempo parcial,Indefinido escrito,10387.2
52.0,Tiempo completo,Indefinido escrito,15498.6
24.0,Tiempo completo,Indefinido escrito,25769.3
31.0,Tiempo completo,Indefinido escrito,39633.9
43.0,Tiempo completo,Indefinido escrito,17483.6
26.0,Tiempo completo,Indefinido escrito,27604.8
43.0,Tiempo completo,Indefinido escrito,17240.2
24.0,Tiempo completo,Indefinido escrito,30242.0
41.0,Tiempo completo,Indefinido escrito,19823.7
51.0,Tiempo completo,Temporal escrito,4865.4
24.0,Tiempo completo,Indefinido escrito,35343.6
23.0,Tiempo completo,Indefinido escrito,33508.8
33.0,Tiempo completo,Indefinido escrito,15742.5
13.0,Tiempo completo,Indefinido escrito,88477.8
91.0,Tiempo completo,Indefinido escrito,18126.9
21.0,Tiempo completo,Indefinido escrito,48780.0
35.0,Tiempo completo,Temporal escrito,26415.1
83.0,Tiempo completo,Indefinido escrito,16442.23
41.0,Tiempo completo,Indefinido escrito,20968.6
24.0,Tiempo completo,Indefinido escrito,21040.2
91.0,Tiempo parcial,Indefinido escrito,8690.3
83.0,Tiempo completo,Indefinido escrito,8376.3
51.0,Tiempo completo,Indefinido escrito,17425.7
25.0,Tiempo completo,Temporal escrito,14426.1
35.0,Tiempo completo,Indefinido escrito,23451.4
42.0,Tiempo completo,Indefinido escrito,10737.4
33.0,Tiempo completo,Indefinido escrito,28710.6
42.0,Tiempo completo,Indefinido escrito,23466.9
83.0,Tiempo completo,Indefinido escrito,23881.5
25.0,Tiempo completo,Indefinido escrito,21173.3
33.0,Tiempo completo,Indefinido escrito,16913.8
34.0,Tiempo parcial,Indefinido escrito,15099.6
42.0,Tiempo parcial,Indefinido escrito,8057.9
75.0,Tiempo completo,Indefinido escrito,17971.6
31.0,Tiempo completo,Temporal escrito,19409.6
42.0,Tiempo completo,Indefinido escrito,55550.2
41.0,Tiempo completo,Indefinido escrito,26709.8
42.0,Tiempo completo,Indefinido escrito,26762.8
25.0,Tiempo completo,Indefinido escrito,35826.0
52.0,Tiempo parcial,Indefinido escrito,13662.3
41.0,Tiempo completo,Indefinido escrito,44591.0
22.0,Tiempo completo,Indefinido escrito,14339.2
24.0,Tiempo completo,Indefinido escrito,38912.5
41.0,Tiempo completo,Indefinido escrito,29025.0
22.0,Tiempo parcial,Indefinido escrito,10394.3
22.0,Tiempo parcial,Temporal escrito,3008.6
91.0,Tiempo completo,Indefinido escrito,24845.9
71.0,Tiempo completo,Indefinido escrito,14314.3
51.0,Tiempo completo,Indefinido escrito,10485.6
51.0,Tiempo completo,Indefinido escrito,39519.2
21.0,Tiempo completo,Indefinido escrito,31511.7
34.0,Tiempo parcial,Temporal escrito,4362.3
74.0,Tiempo completo,Indefinido escrito,34400.2
52.0,Tiempo completo,Indefinido escrito,15390.9
81.0,Tiempo completo,Indefinido escrito,21082.8
52.0,Tiempo completo,Indefinido escrito,15651.3
43.0,Tiempo completo,Indefinido escrito,62033.1
23.0,Tiempo completo,Indefinido escrito,45189.3
81.0,Tiempo completo,Indefinido escrito,16076.5
35.0,Tiempo completo,Indefinido escrito,34721.0
31.0,Tiempo completo,Indefinido escrito,36456.1
24.0,Tiempo completo,Indefinido escrito,20976.9
52.0,Tiempo completo,Indefinido escrito,18830.5
35.0,Tiempo completo,Indefinido escrito,26548.2
51.0,Tiempo parcial,Indefinido escrito,7047.5
74.0,Tiempo completo,Indefinido escrito,20068.7
51.0,Tiempo parcial,Indefinido escrito,13381.5
26.0,Tiempo parcial,Indefinido escrito,19827.6
24.0,Tiempo completo,Indefinido escrito,94949.5
51.0,Tiempo parcial,Temporal escrito,11755.4
26.0,Tiempo completo,Indefinido escrito,30709.5
33.0,Tiempo completo,Indefinido escrito,21491.1
24.0,Tiempo parcial,Indefinido escrito,18254.2
43.0,Tiempo completo,Indefinido verbal,16247.7
1.0,Tiempo completo,Indefinido escrito,42155.2
42.0,Tiempo completo,Indefinido escrito,17260.2
52.0,Tiempo completo,Indefinido escrito,15388.9
42.0,Tiempo completo,Indefinido escrito,16434.0
42.0,Tiempo completo,Indefinido escrito,24672.7
52.0,Tiempo completo,Indefinido escrito,19724.0
25.0,Tiempo completo,Indefinido escrito,50654.5
52.0,Tiempo parcial,Indefinido escrito,2444.3
91.0,Tiempo completo,Indefinido escrito,10131.8
51.0,Tiempo completo,Indefinido escrito,22940.9
22.0,Tiempo completo,Temporal escrito,11219.6
33.0,Tiempo completo,Indefinido escrito,43155.7
51.0,Tiempo completo,Indefinido escrito,29157.3
83.0,Tiempo completo,Indefinido escrito,17619.6
31.0,Tiempo completo,Indefinido escrito,27597.5
32.0,Tiempo completo,Indefinido escrito,20590.8
23.0,Tiempo completo,Indefinido escrito,34620.7
74.0,Tiempo completo,Temporal escrito,27017.1
34.0,Tiempo completo,Indefinido escrito,21325.3
51.0,Tiempo completo,Indefinido escrito,20311.6
33.0,Tiempo completo,Indefinido escrito,59253.3
43.0,Tiempo completo,Indefinido escrito,26445.5
32.0,Tiempo completo,Indefinido escrito,22557.7
22.0,Tiempo completo,Temporal verbal,16682.4
12.0,Tiempo completo,Indefinido escrito,39741.3
24.0,Tiempo completo,Indefinido escrito,29048.5
24.0,Tiempo completo,Indefinido escrito,35869.5
53.0,Tiempo parcial,Indefinido escrito,15815.0
23.0,Tiempo completo,Indefinido escrito,28697.7
42.0,Tiempo completo,Indefinido escrito,17006.8
51.0,Tiempo completo,Indefinido escrito,28155.8
42.0,Tiempo completo,Indefinido escrito,21648.8
72.0,Tiempo completo,Indefinido escrito,35419.8
71.0,Tiempo completo,Indefinido escrito,18454.5
13.0,Tiempo completo,Indefinido escrito,11057.53
14.0,Tiempo completo,Indefinido escrito,42000.9
22.0,Tiempo completo,Indefinido escrito,50634.7
33.0,Tiempo completo,Indefinido escrito,23592.4
35.0,Tiempo parcial,Temporal escrito,3313.8
43.0,Tiempo completo,Indefinido escrito,35191.2
32.0,Tiempo completo,Indefinido escrito,16651.5
35.0,Tiempo completo,Indefinido escrito,15105.0
43.0,Tiempo completo,Indefinido escrito,42556.9
41.0,Tiempo completo,Indefinido escrito,43276.4
