ocupacion_isco08,jornada,tipo_contrato,renta_neta_salarial
31.0,Tiempo completo,Indefinido escrito,31244.0
93.0,Tiempo completo,Temporal escrito,5117.5
96.0,Tiempo completo,Indefinido escrito,24552.4
53.0,Tiempo parcial,Temporal escrito,3931.0
42.0,Tiempo completo,Temporal escrito,20686.5
34.0,Tiempo parcial,Temporal escrito,8477.1
91.0,Tiempo completo,Indefinido escrito,14795.9
23.0,Tiempo completo,Indefinido escrito,25286.1
21.0,Tiempo completo,Indefinido escrito,26804.2
42.0,Tiempo parcial,Indefinido escrito,17288.3
43.0,Tiempo completo,Indefinido escrito,17275.7
23.0,Tiempo completo,Temporal escrito,26091.2
41.0,Tiempo parcial,Indefinido escrito,12737.9
34.0,Tiempo completo,Indefinido escrito,16095.9
33.0,Tiempo completo,Indefinido escrito,82508.9
96.0,Tiempo completo,Indefinido escrito,32725.9
35.0,Tiempo completo,Indefinido escrito,20463.4
33.0,Tiempo completo,Indefinido escrito,27494.1
71.0,Tiempo completo,Indefinido escrito,32187.4
12.0,Tiempo completo,Indefinido escrito,21625.44
22.0,Tiempo completo,Indefinido escrito,29927.7
24.0,Tiempo completo,Indefinido escrito,99978.5
24.0,Tiempo completo,Indefinido escrito,26557.01
21.0,Tiempo completo,Temporal escrito,29660.7
33.0,Tiempo completo,Indefinido escrito,29301.7
34.0,Tiempo parcial,Indefinido escrito,9552.0
35.0,Tiempo completo,Indefinido escrito,35187.0
43.0,Tiempo completo,Indefinido escrito,48769.6
91.0,Tiempo completo,Indefinido escrito,0.0
74.0,Tiempo completo,Indefinido escrito,23761.1
26.0,Tiempo completo,Indefinido escrito,38518.9
25.0,Tiempo completo,Indefinido escrito,32471.8
43.0,Tiempo completo,Indefinido escrito,42034.5
34.0,Tiempo completo,Indefinido escrito,20809.2
41.0,Tiempo completo,Indefinido escrito,37914.8
43.0,Tiempo completo,Indefinido escrito,29171.7
21.0,Tiempo completo,Indefinido escrito,50927.2
51.0,Tiempo completo,Indefinido escrito,14660.7
25.0,Tiempo completo,Temporal escrito,20747.5
34.0,Tiempo completo,Indefinido escrito,18342.2
26.0,Tiempo completo,Indefinido escrito,25453.4
53.0,Tiempo parcial,Indefinido escrito,15440.5
13.0,Tiempo completo,Indefinido escrito,30953.9
73.0,Tiempo completo,Indefinido escrito,18210.6
33.0,Tiempo completo,Indefinido escrito,67494.4
32.0,Tiempo completo,Indefinido escrito,10750.76
43.0,Tiempo completo,Indefinido escrito,21723.8
71.0,Tiempo completo,Indefinido escrito,22437.6
93.0,Tiempo parcial,Temporal escrito,16947.6
23.0,Tiempo completo,Indefinido escrito,49888.5
43.0,Tiempo completo,Indefinido escrito,20311.7
42.0,Tiempo completo,Indefinido escrito,29261.9
35.0,Tiempo completo,Indefinido escrito,10629.9
21.0,Tiempo completo,Indefinido escrito,20887.7
71.0,Tiempo completo,Indefinido escrito,21542.3
23.0,Tiempo completo,Indefinido escrito,23772.8
51.0,Tiempo completo,Indefinido escrito,18675.0
22.0,Tiempo completo,Indefinido escrito,27856.9
51.0,Tiempo parcial,Indefinido escrito,4178.5
52.0,Tiempo completo,Indefinido escrito,14725.5
51.0,Tiempo completo,Indefinido escrito,15222.6
25.0,Tiempo completo,Indefinido escrito,45292.2
71.0,Tiempo completo,Indefinido escrito,21097.3
23.0,Tiempo completo,Temporal escrito,21393.3
33.0,Tiempo completo,Indefinido escrito,21976.5
26.0,Tiempo completo,Indefinido escrito,22362.2
32.0,Tiempo completo,Indefinido escrito,21361.6
23.0,Tiempo completo,Indefinido escrito,23143.0
24.0,Tiempo completo,Indefinido escrito,43060.3
52.0,Tiempo parcial,Indefinido escrito,19286.3
12.0,Tiempo completo,Indefinido escrito,19915.65
42.0,Tiempo parcial,Temporal escrito,11644.7
41.0,Tiempo completo,Indefinido escrito,26554.3
54.0,Tiempo completo,Indefinido escrito,44930.5
83.0,Tiempo completo,Indefinido escrito,16201.7
74.0,Tiempo completo,Temporal escrito,16709.2
1.0,Tiempo completo,Indefinido escrito,30373.4
41.0,Tiempo completo,Indefinido escrito,27606.1
41.0,Tiempo completo,Indefinido escrito,18076.8
71.0,Tiempo completo,Indefinido escrito,20215.5
42.0,Tiempo parcial,Indefinido escrito,12768.3
51.0,Tiempo completo,Indefinido escrito,24587.1
52.0,Tiempo parcial,Indefinido escrito,16918.6
12.0,Tiempo completo,Indefinido escrito,79968.0
32.0,Tiempo completo,Temporal escrito,8619.2
23.0,Tiempo completo,Indefinido escrito,15657.4
54.0,Tiempo completo,Indefinido escrito,41923.2
25.0,Tiempo completo,Indefinido escrito,31432.3
23.0,Tiempo completo,Indefinido escrito,27320.6
21.0,Tiempo completo,Indefinido escrito,38744.6
25.0,Tiempo completo,Indefinido escrito,49229.0
53.0,Tiempo parcial,Indefinido escrito,4192.3
35.0,Tiempo completo,Indefinido escrito,19696.2
32.0,Tiempo completo,Temporal escrito,17982.6
91.0,Tiempo parcial,Indefinido escrito,14740.4
31.0,Tiempo parcial,Temporal escrito,1482.2
26.0,Tiempo parcial,,10094.4
33.0,Tiempo completo,Indefinido escrito,47469.1
52.0,Tiempo completo,Indefinido escrito,19187.2
24.0,Tiempo completo,Indefinido escrito,9446.9
72.0,Tiempo completo,Indefinido escrito,19922.2
33.0,Tiempo completo,Indefinido escrito,24714.4
53.0,Tiempo parcial,Indefinido escrito,8160.5
93.0,Tiempo completo,Indefinido escrito,26105.2
43.0,Tiempo completo,Indefinido escrito,19976.7
72.0,Tiempo completo,Indefinido escrito,23469.3
42.0,Tiempo completo,Indefinido escrito,20114.3
51.0,Tiempo parcial,Indefinido escrito,4132.7
25.0,Tiempo completo,Indefinido escrito,41138.3
41.0,Tiempo completo,Indefinido escrito,37109.6
14.0,Tiempo completo,Indefinido escrito,20837.1
91.0,Tiempo parcial,Indefinido escrito,20621.94
54.0,Tiempo completo,Indefinido escrito,28033.0
93.0,Tiempo completo,Indefinido escrito,14888.6
51.0,Tiempo completo,Indefinido escrito,42257.1
22.0,Tiempo completo,Indefinido escrito,26487.8
42.0,Tiempo completo,Indefinido escrito,27567.2
51.0,Tiempo parcial,Temporal escrito,18500.9
13.0,Tiempo parcial,Indefinido escrito,23899.3
54.0,Tiempo completo,Indefinido escrito,23521.7
51.0,Tiempo completo,Indefinido escrito,11005.5
96.0,Tiempo completo,Indefinido escrito,25945.3
72.0,Tiempo completo,Indefinido escrito,16111.3
31.0,Tiempo completo,Indefinido escrito,19273.0
72.0,Tiempo completo,Indefinido escrito,19982.4
51.0,Tiempo completo,Indefinido escrito,18156.5
26.0,Tiempo completo,Indefinido escrito,58529.3
71.0,Tiempo completo,Indefinido escrito,18097.0
91.0,Tiempo parcial,Indefinido escrito,14737.85
42.0,Tiempo completo,Indefinido escrito,18740.5
35.0,Tiempo completo,Indefinido escrito,29591.8
26.0,Tiempo completo,Indefinido escrito,19490.0
26.0,Tiempo completo,Indefinido escrito,20399.5
23.0,Tiempo completo,Indefinido escrito,29719.2
21.0,Tiempo completo,Indefinido escrito,34346.0
75.0,Tiempo completo,Indefinido escrito,19037.1
24.0,Tiempo completo,Indefinido escrito,51859.9
54.0,Tiempo completo,Indefinido escrito,62882.1
52.0,Tiempo completo,Indefinido escrito,15489.0
26.0,Tiempo completo,Temporal verbal,69823.5
43.0,Tiempo completo,Temporal escrito,19861.9
94.0,Tiempo completo,Indefinido escrito,11941.3
52.0,Tiempo completo,Indefinido escrito,19744.5
52.0,Tiempo parcial,Indefinido escrito,13750.3
54.0,Tiempo completo,Indefinido escrito,19514.0
72.0,Tiempo parcial,Indefinido escrito,18737.1
33.0,Tiempo completo,Indefinido escrito,64649.8
42.0,Tiempo completo,Indefinido escrito,15854.3
42.0,Tiempo completo,Indefinido escrito,16215.1
54.0,Tiempo completo,Indefinido escrito,18514.8
24.0,Tiempo completo,Indefinido escrito,52813.4
72.0,Tiempo completo,Indefinido escrito,17104.4
33.0,Tiempo completo,Indefinido escrito,36993.3
21.0,Tiempo completo,Indefinido escrito,32150.2
94.0,Tiempo parcial,Indefinido escrito,13133.5
13.0,Tiempo completo,Indefinido escrito,77646.9
33.0,Tiempo completo,Indefinido escrito,67.1
25.0,Tiempo parcial,Indefinido escrito,20776.8
43.0,Tiempo completo,Indefinido escrito,20629.4
42.0,Tiempo completo,Indefinido verbal,16711.6
23.0,Tiempo completo,Indefinido escrito,21479.9
31.0,Tiempo completo,Indefinido escrito,41294.0
42.0,Tiempo completo,Indefinido escrito,17585.7
12.0,Tiempo completo,Indefinido escrito,196416.5
41.0,Tiempo completo,Indefinido escrito,22331.5
52.0,Tiempo parcial,Indefinido escrito,13223.4
93.0,Tiempo completo,Temporal escrito,17504.3
22.0,Tiempo completo,Indefinido escrito,41169.0
26.0,Tiempo completo,Indefinido escrito,34475.1
42.0,Tiempo completo,Indefinido escrito,12975.7
35.0,Tiempo completo,Indefinido escrito,33095.3
81.0,Tiempo completo,Indefinido escrito,32842.3
22.0,Tiempo completo,Indefinido escrito,65368.5
32.0,Tiempo completo,Indefinido escrito,24352.8
83.0,Tiempo completo,Indefinido escrito,33225.1
31.0,Tiempo completo,Indefinido escrito,3759.4
22.0,Tiempo completo,Indefinido escrito,58450.1
22.0,Tiempo completo,Indefinido escrito,25427.9
72.0,Tiempo parcial,Indefinido escrito,12477.2
42.0,Tiempo completo,Indefinido escrito,25244.0
25.0,Tiempo completo,Indefinido escrito,31789.4
54.0,Tiempo parcial,Indefinido escrito,28003.5
74.0,Tiempo completo,Indefinido escrito,0.0
23.0,Tiempo completo,Indefinido escrito,20985.8
96.0,Tiempo completo,Indefinido escrito,31946.4
52.0,Tiempo completo,Indefinido escrito,13244.8
74.0,Tiempo completo,Indefinido escrito,25416.2
91.0,Tiempo parcial,Indefinido escrito,23995.21
26.0,Tiempo completo,Indefinido escrito,34263.3
93.0,Tiempo completo,Indefinido escrito,24296.6
35.0,Tiempo completo,Indefinido escrito,41923.3
21.0,Tiempo parcial,Temporal escrito,0.0
26.0,Tiempo completo,Indefinido escrito,89961.8
74.0,Tiempo completo,Indefinido escrito,18835.1
14.0,Tiempo completo,Indefinido escrito,48746.6
52.0,Tiempo completo,Indefinido escrito,12387.4
71.0,Tiempo completo,Indefinido escrito,19172.4
54.0,Tiempo completo,Indefinido escrito,15279.8
22.0,Tiempo completo,Indefinido escrito,13871.5
24.0,Tiempo completo,Temporal escrito,24123.8
25.0,Tiempo completo,Indefinido escrito,98141.6
21.0,Tiempo completo,Indefinido escrito,44906.2
23.0,Tiempo completo,Indefinido escrito,30308.4
21.0,Tiempo completo,Indefinido escrito,30362.0
41.0,Tiempo completo,Indefinido escrito,17997.7
75.0,Tiempo completo,Indefinido escrito,20879.1
42.0,Tiempo completo,Indefinido escrito,29159.7
52.0,Tiempo completo,Indefinido escrito,23455.8
41.0,Tiempo parcial,Temporal escrito,10469.3
34.0,Tiempo parcial,Indefinido escrito,14263.7
35.0,Tiempo completo,Indefinido escrito,29237.4
